lambda,branch_residual_inf,spectral_abscissa,locking_rate,relative_lyapunov_residual,absolute_lyapunov_residual_fro,lyapunov_operator_separation_2,covariance_error_bound_fro,min_full_symplectic_eigenvalue,full_uncertainty_min_eigenvalue,full_uncertainty_certified_lower,cp_margin,kstar,kstar_nu_physical,kstar_nu_pt,kstar_logarithmic_negativity,kstar_pt_uncertainty_min_eigenvalue,kstar_pt_uncertainty_certified_upper,phase_tangent_overlap
0.4,4.163336342344337e-17,-8.507196979031861e-06,8.507196979031861e-06,7.357789166042026e-11,3.6364493492002417e-09,9.923907697688866e-06,0.00036643320957601387,0.8230990729151275,0.16818512915912287,0.16781869594954685,-8.544980777703129e-15,0.5235987755982988,1.5700448636747681,0.2537366774277551,0.9785960200318714,-0.2461949308624486,-0.24582849765287257,0.9974485604549514
