L,mode_index,k,k_over_pi,nu_physical,nu_pt,logarithmic_negativity,symplectic_transform_error,spectral_abscissa,relative_lyapunov_residual,min_full_symplectic_eigenvalue,cp_margin
96,3,0.19634954084936207,0.0625,1.8646697740922267,0.2586074370259332,0.951164330156233,1.6653345369377348e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,4,0.2617993877991494,0.08333333333333333,2.1570998651541693,0.2576226848233337,0.956668460125852,2.220446049250313e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,5,0.3272492347489368,0.10416666666666667,2.6737110008610308,0.25676238276907887,0.9614942404324512,4.440892098500626e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,6,0.39269908169872414,0.125,3.7246723172345235,0.2561877327727295,0.9647266991908705,4.440892098500626e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,7,0.4581489286485115,0.14583333333333331,6.889393163499685,0.2559732854160066,0.9659348432907481,1.0943474893931771e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,8,0.5235987755982988,0.16666666666666666,1.5700448636839708,0.25373667741884204,0.9785960200825491,5.551115123125783e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,9,0.5890486225480862,0.1875,6.155204886237162,0.25626860404263313,0.9642713527637622,1.1102230246251565e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,10,0.6544984694978736,0.20833333333333334,3.1213266546609266,0.25655407253732615,0.9626651678465512,8.785821071505201e-17,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,11,0.7199483164476609,0.22916666666666666,2.2057656229855627,0.2570582362440089,0.9598328575587917,1.249000902703301e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
96,12,0.7853981633974483,0.25,1.7896830137782107,0.25786463470101,0.9553141691430127,1.6653345369377348e-16,-8.507196986169247e-06,5.734016487447021e-11,0.8230990729156984,-2.074749944241553e-14
