state,lambda,L,mode_index,k,k_over_pi,ell,kappa_k,g_k,R_k,eta_k,nu_physical,nu_pt,logarithmic_negativity
homogeneous_differential,-0.2,96,18,1.1780972450961724,0.375,1.2346331352698203,11.215427179070055,5.3730804542652075,11.850831754335823,0.9067853743344854,1.185979189166634,0.26222143652350605,0.9311424646213217
homogeneous_differential,-0.2,96,19,1.2435470920459597,0.3958333333333333,1.3571210693936766,12.129689565998818,5.707723713605732,12.719503741422132,0.8974758496305246,1.1336233592859535,0.2635079651197456,0.924081523669726
homogeneous_differential,-0.2,96,20,1.3089969389957472,0.4166666666666667,1.4823619097949585,13.064499925119236,6.0498880527646595,13.613873980391897,0.8887827317159438,1.0909199670619336,0.26472075988631794,0.9174567568329121
homogeneous_differential,-0.2,96,21,1.3744467859455345,0.4375,1.6098193559677434,14.015855254958852,6.398108271511683,14.529301600163329,0.880717937803667,1.0556515788290148,0.265855921267975,0.9112834957270545
homogeneous_differential,-0.2,96,22,1.4398966328953218,0.4583333333333333,1.7389476155598966,14.979681705940571,6.750893237410389,15.461153594471586,0.8732716088952499,1.026201554462217,0.2669127090944766,0.9055600935998834
homogeneous_differential,-0.2,96,23,1.505346479845109,0.47916666666666663,1.8691937415397135,15.951852025231958,7.1067322710762655,16.404816045766804,0.8664202330888225,1.0013708543302526,0.26789250948728066,0.9002738521790096
homogeneous_differential,-0.2,96,24,1.5707963267948966,0.5,1.9999999999999998,16.928203230275507,7.4641016151377535,17.355704280324122,0.8601323800613131,0.9802559466093208,0.2687980733841745,0.8954052972805785
homogeneous_differential,-0.2,96,25,1.636246173744684,0.5208333333333334,2.1308062584602863,17.904554435319056,7.821470959199242,18.309272950826156,0.8543726427811346,0.962166018246038,0.26963296829601324,0.8909311877991702
homogeneous_differential,-0.2,96,26,1.7016960206944713,0.5416666666666667,2.261052384440103,18.876724754610446,8.17730999286512,19.261026554207174,0.84910427487874,0.9465658561043924,0.27040119196781853,0.8868265836434838
homogeneous_differential,-0.2,96,27,1.7671458676442586,0.5625,2.3901806440322564,19.840551205592163,8.530094958763826,20.20653059291168,0.8442909008591636,0.9330357759875849,0.271106906056455,0.8830662306733833
