lambda,state,spectral_abscissa,locking_rate,relative_lyapunov_residual,min_full_symplectic_eigenvalue,cp_margin,kstar_nu_physical,kstar_nu_pt,kstar_logarithmic_negativity,phase_tangent_overlap,critical_amplitude,leading_critical_amplitude,critical_amplitude_relative_deviation,reflection_fixed_spectral_abscissa,leading_radial_eigenvalue,reflection_fixed_relative_deviation,period_cell_npt_min_mode,period_cell_npt_min_k_over_pi,period_cell_npt_min,Dq,Dp
-0.2,homogeneous_scalar_transport_same_lambda,-0.42043258816402584,,3.821880267982481e-15,0.5039313145282147,-6.87384274147241e-15,0.7231308285819584,0.2902865506857331,0.784450363117335,,,,,,,,,,,3.732050807568877,3.732050807568877
0.4,homogeneous_scalar_transport_additional,-0.03258158749058282,,1.2252849032371451e-14,0.503940609736873,-6.87384274147241e-15,0.7591837285604569,0.2853081087754002,0.8094073443791778,,,,,,,,,,,3.732050807568877,3.732050807568877
